FIPS Codes,County,percent (men)_2010,percent (women)_2010,percent (men)_2013,percent (women)_2013,Geographic area,Density_Population
23023,Waldo County,10.6,9.8,10.9,8.8,Waldo County,53.1
23025,Washington County,12.4,11.2,11.9,10.8,Washington County,12.8
23027,York County,9.2,8.9,10.2,9.1,York County,199
23029,Allegany County,11.9,12.4,12.1,13.5,Allegany County,177
23031,Anne Arundel County,10,8.5,10,8.7,Anne Arundel County,1295.9
24001,Baltimore County,9.8,9.6,10.9,9.9,Baltimore County,1345.5
24003,Calvert County,10,9,10,8.2,Calvert County,416.3
24005,Caroline County,11.7,11.6,12.3,11.4,Caroline County,103.5
24009,Carroll County,9.2,8.3,10.3,8.7,Carroll County,373.4
24011,Cecil County,10.9,9.8,12.3,10,Cecil County,292
24013,Charles County,10.4,9.6,12.2,10.8,Charles County,320.2
24015,Dorchester County,13.7,13.4,15.5,15.6,Dorchester County,60.3
24017,Frederick County,9.1,8.4,9.5,8.6,Frederick County,353.5
24019,Garrett County,11.1,11.5,12.7,11.7,Garrett County,46.5
24021,Harford County,10.3,9.5,9.9,8.9,Harford County,560.1
24023,Howard County,8.3,7,7.9,7.1,Howard County,1144.9
24025,Kent County,11.1,10.7,10.8,9.2,Kent County,72.9
24027,Montgomery County,7.7,6.4,8,7.2,Montgomery County,1978.2
24029,Prince George's County,11,11.2,10.8,12.6,Prince George's County,1788.8
24031,Queen Anne's County,9.7,8.3,10.7,9.1,Queen Anne's County,128.5
24033,St. Mary's County,9.7,8.8,11.2,10.7,St. Mary's County,294.4
24035,Somerset County,10.4,10.3,13.2,14.3,Somerset County,82.8
24037,Talbot County,10.8,9.1,12.3,10.6,Talbot County,140.7
24039,Washington County,11.2,11.4,12.7,13,Washington County,322.1
24041,Wicomico County,11.4,10.6,12.3,12.3,Wicomico County,263.7
24043,Worcester County,12.5,11.9,14.6,12.7,Worcester County,109.9
24045,Baltimore city,12.1,12.3,11.2,13.1,Baltimore city,7671.5
24047,Barnstable County,10.2,7.1,9.7,7.7,Barnstable County,548.3
24510,Berkshire County,9.8,7.6,11.1,8.5,Berkshire County,141.6
25001,Bristol County,11.7,10,11.8,10.4,Bristol County,991.3
25003,Dukes County,8.8,7.1,9.1,7,Dukes County,160.2
25005,Essex County,9.7,8.4,11.4,9.3,Essex County,1508.8
25007,Franklin County,9.6,7.2,9.6,7.1,Franklin County,102.1
25009,Hampden County,11.5,9.6,11.3,10.9,Hampden County,751
25011,Hampshire County,7.7,5.6,7.9,5.9,Hampshire County,299.8
25013,Middlesex County,9.7,7.7,9,7.6,Middlesex County,1837.9
25015,Nantucket County,8.2,6.8,8.8,7.3,Nantucket County,226.2
25017,Norfolk County,8.9,7.2,9.6,7.7,Norfolk County,1693.6
25019,Plymouth County,10.2,8.8,12,9.5,Plymouth County,750.9
25021,Suffolk County,7.8,8.4,7.4,7.5,Suffolk County,12415.6
25023,Worcester County,9.4,8,10.8,8.6,Worcester County,528.6
25025,Alcona County,15.8,13.3,15.7,12.2,Alcona County,16.2
25027,Alger County,11.5,10.2,11.6,10.3,Alger County,10.5
26001,Allegan County,10,8.4,11.2,9.5,Allegan County,135
26003,Alpena County,12.9,10.6,12.5,10.4,Alpena County,51.8
26005,Antrim County,11.2,8.9,14.2,11.6,Antrim County,49.6
26007,Arenac County,12.1,9.4,15.6,13.5,Arenac County,43.8
26009,Baraga County,12.3,11.6,11.2,10.7,Baraga County,9.9
26011,Barry County,10.7,8.8,10.7,8.5,Barry County,107
26013,Bay County,11.9,10.5,12.1,10.5,Bay County,243.7
26015,Benzie County,12.5,10.2,13.8,11.4,Benzie County,54.8
26017,Berrien County,12.3,10.2,13.2,12,Berrien County,276.2
26019,Branch County,12,10.8,10.8,9.2,Branch County,89.4
26021,Calhoun County,13.4,11.2,13.1,11.9,Calhoun County,192.8
26023,Cass County,10.6,8.8,13,11.5,Cass County,106.7
26025,Charlevoix County,11.6,9.5,11.1,9,Charlevoix County,62.3
26027,Cheboygan County,12.3,9.9,13.3,11,Cheboygan County,36.6
26029,Chippewa County,11.8,10.7,12.1,12,Chippewa County,24.7
26031,Clare County,13.5,11.3,13.1,10.8,Clare County,54.8
26033,Clinton County,9.8,7.9,11.6,9.6,Clinton County,133.1
26035,Crawford County,12.2,9.7,12.4,9.7,Crawford County,25.3
26037,Delta County,12.4,10.6,13.5,11.1,Delta County,31.7
26039,Dickinson County,11.8,9.8,14,11.5,Dickinson County,34.4
26041,Eaton County,10.8,9.2,12.1,10.8,Eaton County,187.4
26043,Emmet County,10.2,8.6,10.3,8.1,Emmet County,69.9
26045,Genesee County,13,12,12.7,11.7,Genesee County,668.5
26047,Gladwin County,13,10.9,15.2,12.5,Gladwin County,51.2
26049,Gogebic County,11.2,10.1,12,10.8,Gogebic County,14.9
26051,Grand Traverse County,9.7,8.6,9.7,8.3,Grand Traverse County,187.3
26053,Gratiot County,11.4,9.9,10.3,9.4,Gratiot County,74.7
26055,Hillsdale County,13.2,11.2,12.1,10,Hillsdale County,78.1
26057,Houghton County,9.5,9.1,10,9.4,Houghton County,36.3
26059,Huron County,11.8,9.7,11.9,9.8,Huron County,39.6
26061,Ingham County,9.5,8.1,9.8,8.7,Ingham County,505.1
26063,Ionia County,10.2,9.2,10.6,9.9,Ionia County,111.9
26065,Iosco County,13.6,11.3,14.3,11.4,Iosco County,47.1
26067,Iron County,13.9,12.4,14.1,11.9,Iron County,10.1
26069,Isabella County,8.4,7.2,9.2,7.8,Isabella County,122.8
26071,Jackson County,10.9,8.7,11.9,10.7,Jackson County,228.4
26073,Kalamazoo County,10.4,9.3,8.6,7.1,Kalamazoo County,445.7
26075,Kalkaska County,12.8,11.2,14.1,11.9,Kalkaska County,30.6
26077,Kent County,10,9,9.8,8.7,Kent County,711.5
26079,Keweenaw County,13.6,11.4,14,11.1,Keweenaw County,4
26081,Lake County,14.4,12.3,14.3,11.6,Lake County,20.3
26083,Lapeer County,10.6,8.7,11.8,9.6,Lapeer County,137.4
26085,Leelanau County,11.9,10,14.2,11.2,Leelanau County,62.5
26087,Lenawee County,12.5,10.8,11.9,10.4,Lenawee County,133.3
26089,Livingston County,9.2,7.6,9.9,8.2,Livingston County,320.2
26091,Luce County,12.1,11.9,12.1,11.9,Luce County,7.4
26093,Mackinac County,13.6,11.4,14.5,11.7,Mackinac County,10.9
26095,Macomb County,11.2,10.4,10.6,9.3,Macomb County,1754.9
26097,Manistee County,11.7,10.1,12,10.2,Manistee County,45.6
26099,Marquette County,10.2,8.6,11,9.2,Marquette County,37.1
26101,Mason County,13,10.8,12.4,10.2,Mason County,58
26103,Mecosta County,10.9,9.7,11,9.4,Mecosta County,77.1
26105,Menominee County,12.4,10.7,11.9,9.6,Menominee County,23
26107,Midland County,10.6,9.2,10.2,8.8,Midland County,162
26109,Missaukee County,13.2,11.2,12.8,10.5,Missaukee County,26.3
26111,Monroe County,11.6,10.2,12.2,10.1,Monroe County,276.7
26113,Montcalm County,9.9,7.8,12.1,10.2,Montcalm County,89.8
26115,Montmorency County,14.5,12.2,13.9,11.1,Montmorency County,17.9
26117,Muskegon County,12.5,11.3,12.8,12,Muskegon County,344.9
26119,Newaygo County,13.9,12.6,11.7,9.5,Newaygo County,59.6
26121,Oakland County,10.3,8,10.2,8.6,Oakland County,1385.7
26123,Oceana County,12.8,10.6,13.8,12.1,Oceana County,51.9
26125,Ogemaw County,13.3,10.9,15.1,12.2,Ogemaw County,38.5
26127,Ontonagon County,15.3,12.8,15.1,11.5,Ontonagon County,5.2
26129,Osceola County,12.4,10.4,12.5,10.2,Osceola County,41.5
26131,Oscoda County,15.6,13.2,14.5,11.5,Oscoda County,15.3
26133,Otsego County,12.4,10.5,12.2,9.9,Otsego County,46.9
26135,Ottawa County,9.3,7.8,8.6,7.1,Ottawa County,468.2
26137,Presque Isle County,14.6,12.5,15.3,12.7,Presque Isle County,20.3
26139,Roscommon County,17.3,14.9,16,12.9,Roscommon County,47.1
26141,Saginaw County,12.3,10.7,13.8,12,Saginaw County,250.2
26143,St. Clair County,11,9.5,12.3,10.1,St. Clair County,226.1
26145,St. Joseph County,10.8,9.1,11.7,10,St. Joseph County,122.4
26147,Sanilac County,11.7,9.8,11.5,9,Sanilac County,44.8
26149,Schoolcraft County,12.5,10.2,14,11.2,Schoolcraft County,7.2
26151,Shiawassee County,11.2,9.5,12.4,10.2,Shiawassee County,133.1
26153,Tuscola County,12,9.9,13.4,11.8,Tuscola County,69.4
26155,Van Buren County,12.2,10.7,12.8,11,Van Buren County,125.5
26157,Washtenaw County,8.7,7.2,8.3,7,Washtenaw County,488.4
26159,Wayne County,14.1,12.4,12.4,11.7,Wayne County,2974.4
26161,Wexford County,11.5,9.5,12.3,10.2,Wexford County,57.9
26163,Aitkin County,11.3,8.9,12.3,10.7,Aitkin County,8.9
26165,Anoka County,8.7,8,8.6,7.4,Anoka County,782.1
27001,Becker County,8.7,7.7,9.3,8.5,Becker County,24.7
27003,Beltrami County,8.6,7.9,9.3,9.2,Beltrami County,17.7
27005,Benton County,9.7,8.4,8.2,7.7,Benton County,94.2
27007,Big Stone County,9.6,7.9,10,8.8,Big Stone County,10.6
27009,Blue Earth County,6.6,5.9,7.1,6.5,Blue Earth County,85.6
27011,Brown County,9,8.1,9.3,8.4,Brown County,42.4
27013,Carlton County,8.5,7.7,10,9,Carlton County,41.1
27015,Carver County,7.4,6,7.1,6.5,Carver County,256.9
27017,Cass County,11.1,9.2,10.6,9.9,Cass County,14.1
27019,Chippewa County,9.6,8.4,9.6,8.9,Chippewa County,21.4
27021,Chisago County,8.5,7.3,8.9,7.8,Chisago County,129.9
27023,Clay County,8.6,7.9,6.9,5.9,Clay County,56.4
27025,Clearwater County,10.1,9.3,10.4,9.6,Clearwater County,8.7
27027,Cook County,10,8.3,9.9,8.6,Cook County,3.6
27029,Cottonwood County,9.9,8.5,10.5,10,Cottonwood County,18.3
27031,Crow Wing County,9.4,7.6,10.8,10.1,Crow Wing County,62.6
27033,Dakota County,7.1,5.6,7.7,6.1,Dakota County,709
27035,Dodge County,7.9,6.5,8.8,7.8,Dodge County,45.7
27037,Douglas County,9,7.5,8,7.2,Douglas County,56.5
27039,Faribault County,9.4,8,9.2,8.4,Faribault County,20.4
27041,Fillmore County,8.6,7.3,8.9,8.2,Fillmore County,24.2
27043,Freeborn County,10.5,9.3,8.5,7.6,Freeborn County,44.2
27045,Goodhue County,9.2,7.8,10.5,9.2,Goodhue County,61
27047,Grant County,9.6,8,9.7,8.6,Grant County,11
27049,Hennepin County,7,6.3,7.3,6.3,Hennepin County,2081.7
27051,Houston County,9,7.7,9.7,8.9,Houston County,34.5
27053,Hubbard County,10.3,8.3,9.1,7.4,Hubbard County,22.1
27055,Isanti County,8.8,7.8,8.3,7.3,Isanti County,86.8
27057,Itasca County,10.2,8.5,9.5,8.4,Itasca County,16.9
27059,Jackson County,8.9,7.6,10,9.1,Jackson County,14.6
27061,Kanabec County,8.9,7.2,10.7,9.6,Kanabec County,31.1
27063,Kandiyohi County,8.1,7.1,8.5,7.7,Kandiyohi County,53
27065,Kittson County,10.7,9.4,10.3,9,Kittson County,4.1
27067,Koochiching County,11.2,10.1,11.3,10.8,Koochiching County,4.3
27069,Lac qui Parle County,10.8,9.4,10.8,9.4,Lac qui Parle County,9.5
27071,Lake County,10.3,8.6,10.3,8.6,Lake County,5.2
27073,Lake of the Woods Count,9.7,8,10.1,8.7,Lake of the Woods County,3.1
27075,Le Sueur County,8,6.8,9,7.7,Le Sueur County,61.7
27077,Lincoln County,9.2,7.8,9.6,9,Lincoln County,11
27079,Lyon County,8.3,7,8.7,8,Lyon County,36.2
27081,McLeod County,8.2,7.3,9.4,8.9,McLeod County,74.6
27083,Mahnomen County,11.3,10.9,11.3,11.2,Mahnomen County,9.7
27085,Marshall County,10,8.6,10.2,9.2,Marshall County,5.3
27087,Martin County,8.5,7.5,10.1,9.3,Martin County,29.3
27089,Meeker County,12.2,10.4,11.2,9.9,Meeker County,38.3
27091,Mille Lacs County,8.8,7.9,11.7,11.4,Mille Lacs County,45.6
27093,Morrison County,8.9,7.7,8.8,7.5,Morrison County,29.5
27095,Mower County,10.1,9,8.7,8.1,Mower County,55.1
27097,Murray County,9.9,8.3,11.9,10.8,Murray County,12.4
27099,Nicollet County,7.8,6.9,8.2,7.2,Nicollet County,73
27101,Nobles County,8.9,8.2,8.1,7.6,Nobles County,29.9
27103,Norman County,11,9.5,9.7,8.5,Norman County,7.9
27105,Olmsted County,7.8,6.8,7.4,6.6,Olmsted County,220.8
27107,Otter Tail County,9.6,7.9,10.7,9.8,Otter Tail County,29.1
27109,Pennington County,10,9,8.5,8.1,Pennington County,22.6
27111,Pine County,7.9,6.8,10.9,10.2,Pine County,21.1
27113,Pipestone County,9.3,8.2,9.5,9.1,Pipestone County,20.6
27115,Polk County,8.9,7.9,9.7,9.5,Polk County,16
27117,Pope County,9.4,7.8,10,9.1,Pope County,16.4
27119,Ramsey County,7.6,6.9,8.3,8.2,Ramsey County,3341.6
27121,Red Lake County,8.8,7.5,9.2,8.2,Red Lake County,9.5
27123,Redwood County,9.3,8.1,9.5,8.8,Redwood County,18.3
27125,Renville County,9.9,8.7,8.8,7.7,Renville County,16
27127,Rice County,8.1,7.3,7.7,6.9,Rice County,129.4
27129,Rock County,9.1,7.6,10,9,Rock County,20.1
27131,Roseau County,8.7,7.3,9.7,8.9,Roseau County,9.3
27133,St. Louis County,8.8,7.9,10,9.6,St. Louis County,32
27135,Scott County,6.6,5.8,6,5.3,Scott County,364.5
27137,Sherburne County,7.5,6.1,7.5,6.6,Sherburne County,204.4
27139,Sibley County,9,7.6,9.1,8.6,Sibley County,25.9
27141,Stearns County,8,6.7,8.2,7.1,Stearns County,112.2
27143,Steele County,7.4,6.1,8.4,7.6,Steele County,85.1
27145,Stevens County,8,6.8,8.3,7.6,Stevens County,17.3
27147,Swift County,9.8,9.1,8.9,8.3,Swift County,13.2
27149,Todd County,10.2,8.4,8.6,7.6,Todd County,26.3
27151,Traverse County,10.4,8.9,11.7,11,Traverse County,6.2
27153,Wabasha County,8.6,7.2,8.2,7.2,Wabasha County,41.4
27155,Wadena County,10.8,9.2,10.4,9.7,Wadena County,25.8
27157,Waseca County,10,8,7.6,6.2,Waseca County,45.2
27159,Washington County,7.5,6.5,8.6,7.8,Washington County,619.7
27161,Watonwan County,9.9,8.7,8.4,7.5,Watonwan County,25.8
27163,Wilkin County,9.4,7.9,9.7,8.8,Wilkin County,8.8
27165,Winona County,8.1,7,8.4,7.7,Winona County,82.2
27167,Wright County,6.3,5.1,8.5,8.2,Wright County,188.5
27169,Yellow Medicine County,9.9,8.8,9.7,8.8,Yellow Medicine County,13.8
27171,Adams County,13.6,17.1,12.8,15,Adams County,69.8
27173,Alcorn County,13.5,12.9,14.4,14.2,Alcorn County,92.6
28001,Amite County,14.1,14.8,16.9,18.2,Amite County,18
28003,Attala County,14.6,15,15,15.8,Attala County,26.6
28005,Benton County,14.2,14.7,15.8,16.1,Benton County,21.5
28007,Bolivar County,12.8,15.3,15.2,17.5,Bolivar County,39
28009,Calhoun County,14.5,15.5,14.2,15.1,Calhoun County,25.5
28011,Carroll County,14.1,14.6,16.4,17.2,Carroll County,16.9
28013,Chickasaw County,13.9,14.2,14.6,15.7,Chickasaw County,34.7
28015,Choctaw County,14.9,15,15.5,16,Choctaw County,20.4
28017,Claiborne County,14,16.2,15.6,18.1,Claiborne County,19.7
28019,Clarke County,14,14,14.7,15.1,Clarke County,24.2
28021,Clay County,14.2,16.2,13.7,15.3,Clay County,50.3
28023,Coahoma County,14,17.1,15.9,17.6,Coahoma County,47.3
28025,Copiah County,13.5,15.1,14.3,15.7,Copiah County,37.9
28027,Covington County,13.3,13.2,15.7,16.7,Covington County,47.3
28029,DeSoto County,10.8,10.9,12.6,13,DeSoto County,338.7
28031,Forrest County,10.9,11.6,10.8,11.4,Forrest County,160.7
28033,Franklin County,14.6,14,15.5,16.6,Franklin County,14.4
28035,George County,11.1,10.2,13.1,13.1,George County,47.2
28037,Greene County,13,15.2,12.4,13.9,Greene County,20.2
28039,Grenada County,13.8,14.9,14.2,14.7,Grenada County,51.9
28041,Hancock County,12.8,11.6,14,13.2,Hancock County,92.7
28043,Harrison County,12.4,11.9,13.3,13.5,Harrison County,326
28045,Hinds County,13.2,13.9,11.9,12.8,Hinds County,282
28047,Holmes County,14.7,17.5,15.8,18.8,Holmes County,25.4
28049,Humphreys County,14.2,16.2,15.9,18.6,Humphreys County,22.4
28051,Issaquena County,13.4,17.3,14.2,17.4,Issaquena County,3.4
28053,Itawamba County,14,13.7,13.1,12.5,Itawamba County,43.9
28055,Jackson County,13,12.7,14.4,14.2,Jackson County,193.2
28057,Jasper County,15.7,17.3,16.4,17.3,Jasper County,25.2
28059,Jefferson County,15.6,20.7,15,18.7,Jefferson County,14.9
28061,Jefferson Davis County,13.6,14.6,14.6,16.4,Jefferson Davis County,30.6
28063,Jones County,13.2,13.7,14.2,15,Jones County,97.5
28065,Kemper County,14.7,16.7,14.8,16.9,Kemper County,13.6
28067,Lafayette County,9.3,9.6,10.3,10.6,Lafayette County,75
28069,Lamar County,9.7,9.7,10.9,10.8,Lamar County,112
28071,Lauderdale County,15,17.2,12.8,13.7,Lauderdale County,114.1
28073,Lawrence County,16.1,17.4,15.4,16.4,Lawrence County,30
28075,Leake County,14.4,16.3,13.2,13.7,Leake County,40.8
28077,Lee County,12.4,12,13.2,14.1,Lee County,184.3
28079,Leflore County,13.6,15.7,14.7,17.3,Leflore County,54.5
28081,Lincoln County,13.6,14.3,12.7,12.9,Lincoln County,59.5
28083,Lowndes County,13.4,15.1,13.4,13.8,Lowndes County,118.3
28085,Madison County,11.4,11.7,10.3,10.1,Madison County,133.2
28087,Marion County,13.5,14,13.3,13.9,Marion County,49.9
28089,Marshall County,14,16,15,16,Marshall County,52.6
28091,Monroe County,13.5,14.2,13.8,14.6,Monroe County,48.3
28093,Montgomery County,16.4,17.4,14.2,14.6,Montgomery County,26.8
28095,Neshoba County,15.2,15.9,13.3,13.4,Neshoba County,52.1
28097,Newton County,13.3,13.9,15.1,16.1,Newton County,37.6
28099,Noxubee County,15,18.4,16.3,18.9,Noxubee County,16.6
28101,Oktibbeha County,9.1,10.5,9.5,10.8,Oktibbeha County,104
28103,Panola County,13.4,14.6,14.3,14.6,Panola County,50.7
28105,Pearl River County,14.7,13.2,13,12.4,Pearl River County,68.9
28107,Perry County,14.9,15.5,12.1,11.6,Perry County,18.9
28109,Pike County,15,16.6,15.1,16,Pike County,98.8
28111,Pontotoc County,12.6,12.9,13.5,13.6,Pontotoc County,60.2
28113,Prentiss County,12.5,12.6,15.8,16.7,Prentiss County,60.9
28115,Quitman County,16.9,19.4,14.7,16,Quitman County,20.3
28117,Rankin County,12.1,11.8,11.6,10.7,Rankin County,182.6
28119,Scott County,12.9,14.6,14.4,15.8,Scott County,46.4
28121,Sharkey County,15.1,17,16.2,17.9,Sharkey County,11.4
28123,Simpson County,13.4,14.1,13.5,14.2,Simpson County,46.7
28125,Smith County,12.9,12.7,14.4,14.4,Smith County,25.9
28127,Stone County,12.1,11.5,12.7,12.1,Stone County,39.9
28129,Sunflower County,12.3,15.6,13.7,17,Sunflower County,42.2
28131,Tallahatchie County,11.1,15.3,13.3,17.8,Tallahatchie County,23.8
28133,Tate County,14.6,15,16.4,17,Tate County,71.4
28135,Tippah County,12.4,11.8,12.9,12.7,Tippah County,48.6
28137,Tishomingo County,12.9,11.4,15.4,14.6,Tishomingo County,46.2
28139,Tunica County,14.1,15.7,15.3,17,Tunica County,23.7
28141,Union County,12.3,12.1,11.5,11,Union County,65.3
28143,Walthall County,14.9,15.6,16.2,17.7,Walthall County,38.2
28145,Warren County,11.8,12.2,14.4,15.6,Warren County,82.9
28147,Washington County,13.6,14.1,14,15.7,Washington County,70.6
28149,Wayne County,12.8,13.1,15.1,15.9,Wayne County,25.6
28151,Webster County,13.5,13.2,14.7,14.6,Webster County,24.4
28153,Wilkinson County,14.1,20.7,15.8,20.8,Wilkinson County,14.6
28155,Winston County,15.9,17.7,14.6,15.4,Winston County,31.6
28157,Yalobusha County,16.1,16.4,17.5,18.8,Yalobusha County,27.1
28159,Yazoo County,11.6,15.2,12.4,16.7,Yazoo County,30.4
28161,Adair County,9.6,8.9,9.2,8.8,Adair County,45.1
28163,Andrew County,10.3,9.1,10.4,9.4,Andrew County,40
29001,Atchison County,11.6,10,12.8,11.6,Atchison County,10.4
29003,Audrain County,11.9,10,12.4,11.1,Audrain County,36.9
29005,Barry County,10.8,9.3,11.6,10.4,Barry County,45.7
29007,Barton County,12.1,11.2,14,13.8,Barton County,21
29009,Bates County,11.8,10.9,11.7,10.8,Bates County,20.4
29011,Benton County,15.5,13.2,14.7,13.2,Benton County,27.1
29013,Bollinger County,12.5,11.1,11.6,10.3,Bollinger County,20
29015,Boone County,7.1,6.4,7.7,7.2,Boone County,237.3
29017,Buchanan County,12.4,11.8,11.6,11.5,Buchanan County,218.6
29019,Butler County,11.4,10.1,11.9,11.4,Butler County,61.6
29021,Caldwell County,11.9,10.5,13.5,12.8,Caldwell County,22.1
29023,Callaway County,10.5,10,10.1,9.9,Callaway County,53.1
29025,Camden County,11.6,9.5,11.5,9.6,Camden County,67.1
29027,Cape Girardeau County,11,10,11.3,11.3,Cape Girardeau County,130.8
29029,Carroll County,11.6,10,11.7,10.7,Carroll County,13.4
29031,Carter County,12.7,11.4,11.8,10.7,Carter County,12.3
29033,Cass County,10.4,9.5,11,10.6,Cass County,142.8
29035,Cedar County,11.8,10.2,13.5,12.5,Cedar County,29.5
29037,Chariton County,12.1,10.6,12.2,10.9,Chariton County,10.4
29039,Christian County,9.3,7.8,10.8,10.2,Christian County,137.6
29041,Clark County,12.2,11.3,11.6,10.6,Clark County,14.1
29043,Clay County,10.6,9.7,10.7,10.2,Clay County,558.6
29045,Clinton County,12,10.9,11.4,10.4,Clinton County,49.5
29047,Cole County,9.7,8.7,10,10.2,Cole County,193
29049,Cooper County,11,11.1,10.7,11.2,Cooper County,31.2
29051,Crawford County,10.7,9.3,11,9.9,Crawford County,33.3
29053,Dade County,12.5,10.9,13.7,12.9,Dade County,16.1
29055,Dallas County,12.1,10.3,12.7,11.5,Dallas County,31
29057,Daviess County,11.9,9.9,11,10.1,Daviess County,15
29059,DeKalb County,9.7,10,11.4,13.4,DeKalb County,30.6
29061,Dent County,11.2,9.5,13.8,13.5,Dent County,20.8
29063,Douglas County,13.2,11.6,12.4,11.3,Douglas County,16.8
29065,Dunklin County,13,12.7,11.7,11.1,Dunklin County,59.1
29067,Franklin County,10.8,9.5,10.6,10.4,Franklin County,110
29069,Gasconade County,11.4,10.1,12.5,12.2,Gasconade County,29.4
29071,Gentry County,11.9,10.7,12.2,11.6,Gentry County,13.7
29073,Greene County,9.3,9,9.4,8.2,Greene County,407.5
29075,Grundy County,10.4,9.2,10.9,10.3,Grundy County,23.6
29077,Harrison County,12.6,11.5,13.3,12.3,Harrison County,12.4
29079,Henry County,11.2,9.7,12.2,11.4,Henry County,32
29081,Hickory County,14.3,12,14.2,12.1,Hickory County,24.1
29083,Holt County,12.1,10.8,11.9,11.1,Holt County,10.6
29085,Howard County,11.1,10.3,10.4,9.6,Howard County,21.9
29087,Howell County,10.8,9.9,12.7,12,Howell County,43.6
29089,Iron County,11.8,10.9,11.8,10.8,Iron County,19.3
29091,Jackson County,10.2,9.8,10.7,11.5,Jackson County,1115.3
29093,Jasper County,10.3,9.3,10.8,10.7,Jasper County,183.9
29095,Jefferson County,10.2,9.4,11,10.1,Jefferson County,333.1
29097,Johnson County,10.6,10.2,9.8,9.8,Johnson County,63.4
29099,Knox County,11.7,10.5,11.4,10.5,Knox County,8.2
29101,Laclede County,10.8,9.4,11.9,11.6,Laclede County,46.5
29103,Lafayette County,10.4,9.2,12.2,11.7,Lafayette County,53.1
29105,Lawrence County,12.1,11.3,10.5,9.6,Lawrence County,63.2
29107,Lewis County,11.7,10.7,11.1,10.5,Lewis County,20.2
29109,Lincoln County,13.2,12,11.8,11.2,Lincoln County,83.9
29111,Linn County,11.1,9.9,12.3,12.1,Linn County,20.7
